date,exercise,reps,weight(lbs),rating
25-MAR-2024,Tricep Pushdown (V-Bar),12,160,good
25-MAR-2024,Tricep Pushdown (V-Bar),12,160,good
25-MAR-2024,Seated Row,10,77.5,warm-up
25-MAR-2024,Seated Row,10,145,good
25-MAR-2024,Seated Row,10,152.5,good
25-MAR-2024,Seated Row,10,152.5,bad
25-MAR-2024,Lat Pulldown,10,70,warm-up
25-MAR-2024,Lat Pulldown,10,137.5,good
25-MAR-2024,Lat Pulldown,10,145,good
25-MAR-2024,Lat Pulldown,10,145,good
25-MAR-2024,Pullovers,10,30,warm-up
25-MAR-2024,Pullovers,10,60,good
25-MAR-2024,Pullovers,10,60,good
25-MAR-2024,Pullovers,10,60,good
23-MAR-2024,Lateral Lift,10,10,warm-up
23-MAR-2024,Lateral Lift,8,30,good
23-MAR-2024,Lateral Lift,10,30,good
23-MAR-2024,Lateral Lift,10,30,good
23-MAR-2024,Arnold Press,10,65,warm-up
23-MAR-2024,Arnold Press,10,65,good
23-MAR-2024,Arnold Press,10,60,good
23-MAR-2024,Arnold Press,10,60,good
23-MAR-2024,Full Cans,20,10,good
23-MAR-2024,Full Cans,20,10,good
23-MAR-2024,Full Cans,20,10,good
23-MAR-2024,Delt Flies,10,70,warm-up
23-MAR-2024,Delt Flies,10,120,good
23-MAR-2024,Delt Flies,10,125,good
23-MAR-2024,Delt Flies,10,125,bad
23-MAR-2024,Barbell Lunges,10,95,warm-up
23-MAR-2024,Barbell Lunges,10,135,good
23-MAR-2024,Barbell Lunges,10,145,good
23-MAR-2024,Barbell Lunges,8,155,good
23-MAR-2024,Single-Leg Leg Curl,10,80,warm-up
23-MAR-2024,Single-Leg Leg Curl,10,135,good
23-MAR-2024,Single-Leg Leg Curl,10,135,good
23-MAR-2024,Single-Leg Leg Curl,10,135,good
23-MAR-2024,Single-Leg Leg Extension,10,80,warm-up
23-MAR-2024,Single-Leg Leg Extension,10,135,good
23-MAR-2024,Single-Leg Leg Extension,10,135,good
23-MAR-2024,Single-Leg Leg Extension,10,135,good
20-MAR-2024,Bench Press,10,135,good
20-MAR-2024,Bench Press,9,225,good
20-MAR-2024,Bench Press,8,225,good
20-MAR-2024,Bench Press,8,225,good
20-MAR-2024,Incline Dumbbell Press,10,40,warm-up
20-MAR-2024,Incline Dumbbell Press,10,75,good
20-MAR-2024,Incline Dumbbell Press,10,75,good
20-MAR-2024,Incline Dumbbell Press,10,75,good
20-MAR-2024,Machine Pec Flies,10,120,warm-up
20-MAR-2024,Machine Pec Flies,10,200,good
20-MAR-2024,Machine Pec Flies,10,210,good
20-MAR-2024,Machine Pec Flies,10,210,good
20-MAR-2024,Parallel Bar Leg Raise,12,0,good
20-MAR-2024,Parallel Bar Leg Raise,12,0,good
20-MAR-2024,Parallel Bar Leg Raise,12,0,good
18-MAR-2024,Bicep Curl,10,20,warm-up
18-MAR-2024,Bicep Curl,10,35,good
18-MAR-2024,Bicep Curl,10,35,good
18-MAR-2024,Bicep Curl,10,35,good
18-MAR-2024,Hammer Curl,10,35,bad
18-MAR-2024,Hammer Curl,10,35,bad
18-MAR-2024,Hammer Curl,10,35,good
18-MAR-2024,Overhead Tricep Extension,10,20,warm-up
18-MAR-2024,Overhead Tricep Extension,10,35,good
18-MAR-2024,Overhead Tricep Extension,10,35,good
18-MAR-2024,Overhead Tricep Extension,10,35,good
18-MAR-2024,Skullcrushers,10,42,warm-up
18-MAR-2024,Skullcrushers,10,72,easy
18-MAR-2024,Skullcrushers,8,82,good
18-MAR-2024,Skullcrushers,8,77,good
18-MAR-2024,Seated Row,10,77.5,warm-up
18-MAR-2024,Seated Row,10,145,good
18-MAR-2024,Seated Row,10,145,good
18-MAR-2024,Seated Row,10,145,good
18-MAR-2024,Lat Pulldown,10,70,warm-up
18-MAR-2024,Lat Pulldown,10,137.5,good
18-MAR-2024,Lat Pulldown,10,137.5,good
18-MAR-2024,Lat Pulldown,10,137.5,good
18-MAR-2024,Pullovers,10,30,warm-up
18-MAR-2024,Pullovers,10,60,good
18-MAR-2024,Pullovers,10,60,good
18-MAR-2024,Pullovers,10,60,bad
17-MAR-2024,Arnold Press,10,35,warm-up
17-MAR-2024,Arnold Press,10,65,good
17-MAR-2024,Arnold Press,10,60,good
17-MAR-2024,Arnold Press,10,60,good
16-MAR-2024,Lateral Lift,10,10,warm-up
16-MAR-2024,Lateral Lift,10,30,good
16-MAR-2024,Lateral Lift,10,30,good
16-MAR-2024,Lateral Lift,10,30,bad
16-MAR-2024,Full Cans,20,10,good
16-MAR-2024,Full Cans,20,10,good
16-MAR-2024,Full Cans,20,10,good
16-MAR-2024,Delt Flies,10,70,warm-up
16-MAR-2024,Delt Flies,10,120,good
16-MAR-2024,Delt Flies,10,120,good
16-MAR-2024,Delt Flies,10,120,good
16-MAR-2024,Barbell Lunges,10,95,warm-up
16-MAR-2024,Barbell Lunges,10,135,good
16-MAR-2024,Barbell Lunges,10,145,good
16-MAR-2024,Barbell Lunges,10,145,good
16-MAR-2024,Single-Leg Leg Curl,10,80,warm-up
16-MAR-2024,Single-Leg Leg Curl,10,135,good
16-MAR-2024,Single-Leg Leg Curl,10,135,good
16-MAR-2024,Single-Leg Leg Curl,10,135,good
16-MAR-2024,Single-Leg Leg Extension,10,80,warm-up
16-MAR-2024,Single-Leg Leg Extension,10,135,good
16-MAR-2024,Single-Leg Leg Extension,10,135,good
16-MAR-2024,Single-Leg Leg Extension,10,135,good
16-MAR-2024,Cable Lying Hip Flexors,10,30,warm-up
16-MAR-2024,Cable Lying Hip Flexors,10,70,good
16-MAR-2024,Cable Lying Hip Flexors,10,70,good
16-MAR-2024,Cable Lying Hip Flexors,10,70,good
16-MAR-2024,Machine Hip Abductors,10,60,warm-up
16-MAR-2024,Machine Hip Abductors,10,120,good
16-MAR-2024,Machine Hip Abductors,10,120,good
16-MAR-2024,Machine Hip Abductors,10,120,good
16-MAR-2024,Machine Hip Adductors,10,60,warm-up
16-MAR-2024,Machine Hip Adductors,10,120,good
16-MAR-2024,Machine Hip Adductors,10,120,good
16-MAR-2024,Machine Hip Adductors,10,120,good
14-MAR-2024,Bench Press,5,135,warm-up
14-MAR-2024,Bench Press,5,225,good
14-MAR-2024,Bench Press,5,245,good
14-MAR-2024,Bench Press,5,245,good
14-MAR-2024,Bench Press,5,245,good
14-MAR-2024,Bench Press,5,245,good
14-MAR-2024,Incline Dumbbell Press,10,40,warm-up
14-MAR-2024,Incline Dumbbell Press,10,75,good
14-MAR-2024,Incline Dumbbell Press,10,75,good
14-MAR-2024,Incline Dumbbell Press,10,75,good
14-MAR-2024,Machine Pec Flies,5,165,warm-up
14-MAR-2024,Machine Pec Flies,6,245,good
14-MAR-2024,Machine Pec Flies,6,245,good
14-MAR-2024,Machine Pec Flies,6,245,good
14-MAR-2024,Machine Pec Flies,6,245,bad
14-MAR-2024,Machine Pec Flies,5,245,good
14-MAR-2024,Shrugs,10,65,good
14-MAR-2024,Shrugs,10,65,good
14-MAR-2024,Shrugs,10,65,good
14-MAR-2024,Single-Arm Farmer's Carry,50,65,good
14-MAR-2024,Single-Arm Farmer's Carry,50,65,good
14-MAR-2024,Single-Arm Farmer's Carry,50,65,good
14-MAR-2024,Plank,70,0,good
14-MAR-2024,Plank,70,0,good
14-MAR-2024,Plank,70,0,good
14-MAR-2024,Side-Plank,45,0,good
14-MAR-2024,Side-Plank,45,0,good
14-MAR-2024,Side-Plank,45,0,good
14-MAR-2024,Parallel Bar Leg Raise,12,0,good
14-MAR-2024,Parallel Bar Leg Raise,12,0,good
14-MAR-2024,Parallel Bar Leg Raise,12,0,good
12-MAR-2024,Bicep Curl,10,20,warm-up
12-MAR-2024,Bicep Curl,10,35,good
12-MAR-2024,Bicep Curl,10,35,good
12-MAR-2024,Bicep Curl,8,40,good
12-MAR-2024,Hammer Curl,10,35,good
12-MAR-2024,Hammer Curl,10,35,good
12-MAR-2024,Hammer Curl,10,35,good
12-MAR-2024,Preacher Curl,8,62,good
12-MAR-2024,Preacher Curl,8,62,good
12-MAR-2024,Preacher Curl,10,52,good
12-MAR-2024,Overhead Tricep Extension,10,20,warm-up
12-MAR-2024,Overhead Tricep Extension,10,35,good
12-MAR-2024,Overhead Tricep Extension,10,35,good
12-MAR-2024,Overhead Tricep Extension,8,40,good
12-MAR-2024,Tricep Pushdown (V-Bar),10,90,warm-up
12-MAR-2024,Tricep Pushdown (V-Bar),10,160,good
12-MAR-2024,Tricep Pushdown (V-Bar),10,160,good
12-MAR-2024,Tricep Pushdown (V-Bar),10,160,good
12-MAR-2024,Lawnmowers,10,45,warm-up
12-MAR-2024,Lawnmowers,10,70,good
12-MAR-2024,Lawnmowers,8,75,good
12-MAR-2024,Lawnmowers,10,70,good
12-MAR-2024,Seated Row,10,77.5,warm-up
12-MAR-2024,Seated Row,10,145,good
12-MAR-2024,Seated Row,10,145,good
12-MAR-2024,Seated Row,10,145,good
12-MAR-2024,Lat Pulldown,10,70,warm-up
12-MAR-2024,Lat Pulldown,10,137.5,good
12-MAR-2024,Lat Pulldown,8,137.5,good
12-MAR-2024,Lat Pulldown,8,137.5,good
12-MAR-2024,Pullovers,10,30,warm-up
12-MAR-2024,Pullovers,10,60,good
12-MAR-2024,Pullovers,10,60,good
12-MAR-2024,Pullovers,10,60,good
10-MAR-2024,Lateral Lift,10,15,warm-up
10-MAR-2024,Lateral Lift,8,30,good
10-MAR-2024,Lateral Lift,10,25,good
10-MAR-2024,Lateral Lift,10,25,good
10-MAR-2024,Arnold Press,10,35,warm-up
10-MAR-2024,Arnold Press,10,60,good
10-MAR-2024,Arnold Press,10,60,good
10-MAR-2024,Arnold Press,8,65,good
10-MAR-2024,Full Cans,20,10,good
10-MAR-2024,Full Cans,20,10,good
10-MAR-2024,Full Cans,20,10,good
10-MAR-2024,Barbell Lunges,10,95,warm-up
10-MAR-2024,Barbell Lunges,10,135,good
10-MAR-2024,Barbell Lunges,10,135,good
10-MAR-2024,Barbell Lunges,10,145,good
08-MAR-2024,Bicep Curl,10,15,warm-up
08-MAR-2024,Bicep Curl,15,25,good
08-MAR-2024,Bicep Curl,15,25,good
08-MAR-2024,Bicep Curl,15,20,good
08-MAR-2024,Preacher Curl,8,62,good
08-MAR-2024,Preacher Curl,10,62,good
08-MAR-2024,Cable Lying Hip Flexors,10,30,warm-up
08-MAR-2024,Cable Lying Hip Flexors,10,70,good
08-MAR-2024,Cable Lying Hip Flexors,10,70,good
08-MAR-2024,Cable Lying Hip Flexors,10,70,good
08-MAR-2024,Machine Hip Abductors,10,60,warm-up
08-MAR-2024,Machine Hip Abductors,8,120,good
08-MAR-2024,Machine Hip Abductors,8,120,good
08-MAR-2024,Machine Hip Abductors,10,120,good
08-MAR-2024,Machine Hip Adductors,10,60,warm-up
08-MAR-2024,Machine Hip Adductors,8,120,good
08-MAR-2024,Machine Hip Adductors,8,120,good
08-MAR-2024,Machine Hip Adductors,10,120,good
07-MAR-2024,Bench Press,10,135,warm-up
07-MAR-2024,Bench Press,5,225,good
07-MAR-2024,Bench Press,5,235,good
07-MAR-2024,Bench Press,5,245,failure
07-MAR-2024,Bench Press,5,235,good
07-MAR-2024,Bench Press,5,235,good
07-MAR-2024,Incline Dumbbell Press,10,40,warm-up
07-MAR-2024,Incline Dumbbell Press,10,75,good
07-MAR-2024,Incline Dumbbell Press,10,75,good
07-MAR-2024,Incline Dumbbell Press,10,75,good
07-MAR-2024,Machine Pec Flies,5,160,warm-up
07-MAR-2024,Machine Pec Flies,6,245,good
07-MAR-2024,Machine Pec Flies,6,245,good
07-MAR-2024,Machine Pec Flies,5,245,good
07-MAR-2024,Machine Pec Flies,6,245,good
07-MAR-2024,Machine Pec Flies,6,245,bad
07-MAR-2024,Shrugs,10,65,good
07-MAR-2024,Single-Arm Farmer's Carry,50,65,good
07-MAR-2024,Single-Arm Farmer's Carry,50,65,good
07-MAR-2024,Single-Arm Farmer's Carry,50,65,good
07-MAR-2024,Plank,70,0,good
07-MAR-2024,Plank,70,0,good
07-MAR-2024,Plank,70,0,good
07-MAR-2024,Side-Plank,45,0,good
07-MAR-2024,Side-Plank,45,0,good
07-MAR-2024,Side-Plank,45,0,good
07-MAR-2024,Parallel Bar Leg Raise,12,0,good
07-MAR-2024,Parallel Bar Leg Raise,12,0,good
07-MAR-2024,Parallel Bar Leg Raise,12,0,good
05-MAR-2024,Bicep Curl,10,20,warm-up
05-MAR-2024,Bicep Curl,10,35,good
05-MAR-2024,Bicep Curl,10,35,good
05-MAR-2024,Bicep Curl,10,35,good
05-MAR-2024,Hammer Curl,10,35,good
05-MAR-2024,Hammer Curl,10,35,bad
05-MAR-2024,Hammer Curl,10,35,bad
05-MAR-2024,Concentration Curl,10,30,good
05-MAR-2024,Concentration Curl,10,30,good
05-MAR-2024,Concentration Curl,10,30,good
05-MAR-2024,Overhead Tricep Extension,10,10,warm-up
05-MAR-2024,Overhead Tricep Extension,10,35,good
05-MAR-2024,Overhead Tricep Extension,10,35,good
05-MAR-2024,Overhead Tricep Extension,10,35,good
05-MAR-2024,Tricep Pushdown (V-Bar),10,90,warm-up
05-MAR-2024,Tricep Pushdown (V-Bar),10,160,good
05-MAR-2024,Tricep Pushdown (V-Bar),10,160,good
05-MAR-2024,Tricep Pushdown (V-Bar),10,160,good
05-MAR-2024,Skullcrushers,10,42,warm-up
05-MAR-2024,Skullcrushers,10,72,good
05-MAR-2024,Skullcrushers,8,77,good
05-MAR-2024,Skullcrushers,10,77,good
05-MAR-2024,Lawnmowers,10,45,warm-up
05-MAR-2024,Lawnmowers,10,70,good
05-MAR-2024,Lawnmowers,10,70,good
05-MAR-2024,Lawnmowers,10,70,good
05-MAR-2024,Seated Row,10,77.5,warm-up
05-MAR-2024,Seated Row,10,145,good
05-MAR-2024,Seated Row,8,145,good
05-MAR-2024,Seated Row,10,145,good
05-MAR-2024,Wide-Grip Pull-Up,10,-130,warm-up
05-MAR-2024,Wide-Grip Pull-Up,10,-80,good
05-MAR-2024,Wide-Grip Pull-Up,10,-80,good
05-MAR-2024,Wide-Grip Pull-Up,10,-80,failure
03-MAR-2024,Lateral Lift,10,15,warm-up
03-MAR-2024,Lateral Lift,10,30,good
03-MAR-2024,Lateral Lift,10,30,good
03-MAR-2024,Lateral Lift,8,30,good
03-MAR-2024,Military Press,5,150,warm-up
03-MAR-2024,Military Press,5,240,good
03-MAR-2024,Military Press,5,240,good
03-MAR-2024,Military Press,6,240,good
03-MAR-2024,Military Press,5,245,good
03-MAR-2024,Military Press,6,245,good
03-MAR-2024,Full Cans,20,10,good
03-MAR-2024,Full Cans,20,10,good
03-MAR-2024,Full Cans,20,10,good
03-MAR-2024,Delt Flies,10,70,warm-up
03-MAR-2024,Delt Flies,10,120,good
03-MAR-2024,Delt Flies,10,120,good
03-MAR-2024,Delt Flies,10,120,good
03-MAR-2024,Barbell Lunges,10,95,warm-up
03-MAR-2024,Barbell Lunges,10,125,good
03-MAR-2024,Barbell Lunges,10,135,good
03-MAR-2024,Barbell Lunges,10,145,good
03-MAR-2024,Single-Leg Leg Curl,10,80,warm-up
03-MAR-2024,Single-Leg Leg Curl,10,135,good
03-MAR-2024,Single-Leg Leg Curl,10,135,good
03-MAR-2024,Single-Leg Leg Curl,10,135,good
03-MAR-2024,Single-Leg Leg Extension,10,80,warm-up
03-MAR-2024,Single-Leg Leg Extension,10,135,good
03-MAR-2024,Single-Leg Leg Extension,10,135,good
03-MAR-2024,Single-Leg Leg Extension,10,135,good
03-MAR-2024,Parallel Bar Leg Raise,12,0,good
03-MAR-2024,Parallel Bar Leg Raise,12,0,good
03-MAR-2024,Parallel Bar Leg Raise,12,0,good
01-MAR-2024,Bench Press,5,135,warm-up
01-MAR-2024,Bench Press,5,225,good
01-MAR-2024,Bench Press,5,255,good
01-MAR-2024,Bench Press,3,250,bad
01-MAR-2024,Bench Press,5,135,warm-up
01-MAR-2024,Bench Press,5,225,good
01-MAR-2024,Bench Press,5,225,good
01-MAR-2024,Bench Press,5,225,good
01-MAR-2024,Bench Press,15,135,good
01-MAR-2024,Incline Dumbbell Press,10,40,warm-up
01-MAR-2024,Incline Dumbbell Press,10,75,good
01-MAR-2024,Incline Dumbbell Press,10,75,good
01-MAR-2024,Incline Dumbbell Press,10,75,good
01-MAR-2024,Machine Pec Flies,8,160,warm-up
01-MAR-2024,Machine Pec Flies,5,245,good
01-MAR-2024,Machine Pec Flies,5,245,good
01-MAR-2024,Plank,70,0,good
01-MAR-2024,Plank,70,0,good
01-MAR-2024,Plank,70,0,good
01-MAR-2024,Side-Plank,45,0,good
01-MAR-2024,Side-Plank,45,0,good
01-MAR-2024,Side-Plank,45,0,good
01-MAR-2024,Deadlift,5,225,warm-up
28-FEB-2024,Lawnmowers,10,45,warm-up
28-FEB-2024,Lawnmowers,10,70,good
28-FEB-2024,Lawnmowers,10,70,good
28-FEB-2024,Lawnmowers,10,70,good
28-FEB-2024,Seated Row,10,77.5,warm-up
28-FEB-2024,Seated Row,12,137.5,good
28-FEB-2024,Seated Row,10,145,good
28-FEB-2024,Seated Row,10,145,good
28-FEB-2024,Lat Pulldown,10,70,warm-up
28-FEB-2024,Lat Pulldown,10,137.5,good
28-FEB-2024,Lat Pulldown,10,137.5,bad
28-FEB-2024,Lat Pulldown,10,130,good
28-FEB-2024,Pullovers,10,35,warm-up
28-FEB-2024,Pullovers,10,60,good
28-FEB-2024,Pullovers,10,60,good
28-FEB-2024,Pullovers,10,60,good
28-FEB-2024,Wide-Grip Pull-Up,10,-130,warm-up
28-FEB-2024,Wide-Grip Pull-Up,10,-90,good
28-FEB-2024,Wide-Grip Pull-Up,10,-90,good
28-FEB-2024,Wide-Grip Pull-Up,10,-80,good
28-FEB-2024,Bicep Curl,10,20,warm-up
28-FEB-2024,Bicep Curl,8,35,good
28-FEB-2024,Bicep Curl,10,35,good
28-FEB-2024,Bicep Curl,10,35,good
28-FEB-2024,Hammer Curl,10,20,warm-up
28-FEB-2024,Hammer Curl,10,35,good
28-FEB-2024,Hammer Curl,10,35,good
28-FEB-2024,Hammer Curl,8,35,good
28-FEB-2024,Concentration Curl,10,30,good
28-FEB-2024,Concentration Curl,8,30,good
28-FEB-2024,Concentration Curl,8,30,good
28-FEB-2024,Tricep Pushdown (V-Bar),10,90,warm-up
28-FEB-2024,Tricep Pushdown (V-Bar),10,160,good
28-FEB-2024,Tricep Pushdown (V-Bar),10,160,good
28-FEB-2024,Tricep Pushdown (V-Bar),10,160,bad
28-FEB-2024,Skullcrushers,10,42,warm-up
28-FEB-2024,Skullcrushers,10,62,good
28-FEB-2024,Skullcrushers,12,72,good
28-FEB-2024,Skullcrushers,12,72,good
25-FEB-2024,Lateral Lift,10,15,warm-up
25-FEB-2024,Lateral Lift,8,30,good
25-FEB-2024,Lateral Lift,12,25,good
25-FEB-2024,Lateral Lift,12,25,good
25-FEB-2024,Arnold Press,10,35,warm-up
25-FEB-2024,Arnold Press,10,60,good
25-FEB-2024,Arnold Press,10,60,good
25-FEB-2024,Arnold Press,10,60,good
25-FEB-2024,Full Cans,20,10,good
25-FEB-2024,Full Cans,20,10,good
25-FEB-2024,Full Cans,20,10,good
25-FEB-2024,Delt Flies,10,60,warm-up
25-FEB-2024,Delt Flies,10,120,good
25-FEB-2024,Delt Flies,10,120,good
25-FEB-2024,Delt Flies,10,120,good
25-FEB-2024,Barbell Lunges,10,95,warm-up
25-FEB-2024,Barbell Lunges,10,135,good
25-FEB-2024,Barbell Lunges,10,135,good
25-FEB-2024,Barbell Lunges,10,135,good
25-FEB-2024,Single-Leg Leg Curl,10,80,warm-up
25-FEB-2024,Single-Leg Leg Curl,10,135,good
25-FEB-2024,Single-Leg Leg Curl,10,135,good
25-FEB-2024,Single-Leg Leg Curl,10,135,good
25-FEB-2024,Single-Leg Leg Extension,10,80,warm-up
25-FEB-2024,Single-Leg Leg Extension,10,135,bad
25-FEB-2024,Single-Leg Leg Extension,10,135,good
25-FEB-2024,Single-Leg Leg Extension,10,135,good
24-FEB-2024,Machine Hip Abductors,12,110,good
24-FEB-2024,Machine Hip Abductors,12,110,good
24-FEB-2024,Machine Hip Abductors,12,110,good
24-FEB-2024,Machine Hip Adductors,12,110,good
24-FEB-2024,Machine Hip Adductors,12,110,good
24-FEB-2024,Machine Hip Adductors,12,110,good
24-FEB-2024,Cable Lying Hip Flexors,10,30,warm-up
24-FEB-2024,Cable Lying Hip Flexors,12,60,good
24-FEB-2024,Cable Lying Hip Flexors,12,60,good
24-FEB-2024,Cable Lying Hip Flexors,10,70,good
22-FEB-2024,Shrugs,10,65,good
22-FEB-2024,Shrugs,10,65,good
22-FEB-2024,Shrugs,10,65,good
22-FEB-2024,Single-Arm Farmer's Carry,50,65,good
22-FEB-2024,Single-Arm Farmer's Carry,50,65,good
22-FEB-2024,Single-Arm Farmer's Carry,50,65,good
22-FEB-2024,Plank,70,0,good
22-FEB-2024,Plank,70,0,good
22-FEB-2024,Plank,70,0,good
22-FEB-2024,Side-Plank,40,0,good
22-FEB-2024,Side-Plank,40,0,good
22-FEB-2024,Side-Plank,40,0,good
22-FEB-2024,Parallel Bar Leg Raise,12,0,good
22-FEB-2024,Parallel Bar Leg Raise,12,0,good
22-FEB-2024,Parallel Bar Leg Raise,12,0,good
22-FEB-2024,Machine Pec Flies,5,160,warm-up
22-FEB-2024,Machine Pec Flies,5,245,good
22-FEB-2024,Machine Pec Flies,5,245,good
22-FEB-2024,Machine Pec Flies,5,245,good
22-FEB-2024,Machine Pec Flies,5,245,good
22-FEB-2024,Machine Pec Flies,5,245,good
22-FEB-2024,Incline Dumbbell Press,10,40,warm-up
22-FEB-2024,Incline Dumbbell Press,10,75,good
22-FEB-2024,Incline Dumbbell Press,8,75,good
22-FEB-2024,Incline Dumbbell Press,10,75,good
22-FEB-2024,Bench Press,5,135,warm-up
22-FEB-2024,Bench Press,5,225,good
22-FEB-2024,Bench Press,5,245,good
22-FEB-2024,Bench Press,5,235,good
22-FEB-2024,Bench Press,5,235,good
22-FEB-2024,Bench Press,5,235,good
18-FEB-2024,Lawnmowers,10,40,warm-up
18-FEB-2024,Lawnmowers,10,70,good
18-FEB-2024,Lawnmowers,10,70,good
18-FEB-2024,Lawnmowers,10,70,good
18-FEB-2024,Seated Row,10,70,warm-up
18-FEB-2024,Seated Row,12,130,good
18-FEB-2024,Seated Row,12,130,good
18-FEB-2024,Seated Row,12,130,good
18-FEB-2024,Lat Pulldown,10,70,warm-up
18-FEB-2024,Lat Pulldown,10,130,good
18-FEB-2024,Lat Pulldown,10,130,good
18-FEB-2024,Lat Pulldown,10,135,good
18-FEB-2024,Pullovers,10,40,warm-up
18-FEB-2024,Pullovers,10,70,good
18-FEB-2024,Pullovers,10,70,good
18-FEB-2024,Pullovers,10,70,good
18-FEB-2024,Bicep Curl,10,20,warm-up
18-FEB-2024,Bicep Curl,10,35,good
18-FEB-2024,Bicep Curl,10,35,good
18-FEB-2024,Bicep Curl,10,35,good
18-FEB-2024,Hammer Curl,10,35,good
18-FEB-2024,Hammer Curl,10,35,good
18-FEB-2024,Hammer Curl,10,35,good
18-FEB-2024,Overhead Tricep Extension,10,20,warm-up
18-FEB-2024,Overhead Tricep Extension,10,35,good
18-FEB-2024,Overhead Tricep Extension,10,35,good
18-FEB-2024,Overhead Tricep Extension,10,35,good
18-FEB-2024,Skullcrushers,10,35,warm-up
18-FEB-2024,Skullcrushers,10,65,good
18-FEB-2024,Skullcrushers,8,75,good
18-FEB-2024,Skullcrushers,10,70,good
16-FEB-2024,Lateral Lift,10,15,warm-up
16-FEB-2024,Lateral Lift,8,30,good
16-FEB-2024,Lateral Lift,8,30,good
16-FEB-2024,Lateral Lift,8,30,good
16-FEB-2024,Lateral Lift,10,25,good
16-FEB-2024,Arnold Press,10,35,warm-up
16-FEB-2024,Arnold Press,12,60,good
16-FEB-2024,Arnold Press,10,60,good
16-FEB-2024,Arnold Press,10,60,good
16-FEB-2024,Full Cans,20,10,good
16-FEB-2024,Full Cans,20,10,good
16-FEB-2024,Full Cans,20,10,good
16-FEB-2024,Delt Flies,10,60,warm-up
16-FEB-2024,Delt Flies,10,120,good
16-FEB-2024,Delt Flies,10,120,good
16-FEB-2024,Delt Flies,10,120,good
16-FEB-2024,Barbell Lunges,10,95,warm-up
16-FEB-2024,Barbell Lunges,10,135,good
16-FEB-2024,Barbell Lunges,8,145,good
16-FEB-2024,Barbell Lunges,8,145,good
16-FEB-2024,Single-Leg Leg Curl,10,80,warm-up
16-FEB-2024,Single-Leg Leg Curl,10,135,good
16-FEB-2024,Single-Leg Leg Curl,10,135,good
16-FEB-2024,Single-Leg Leg Curl,10,135,good
16-FEB-2024,Single-Leg Leg Extension,10,80,warm-up
16-FEB-2024,Single-Leg Leg Extension,10,135,good
16-FEB-2024,Single-Leg Leg Extension,10,135,good
